december_source_serial,december_name,december_district,december_sector,december_cell,current_registry_entry_key,current_source_serial,current_name,current_district,current_sector_cell_raw,registry_match_score,registry_match_margin,name_score,district_match,sector_match,cell_match,professional_registration_match,phone_number,phone_source,phone_evidence_url,phone_evidence_reference,google_maps_url,maps_url_source,browser_match_status
77,SIFA PHARMACY LTD,MUSANZE,KINIGI,KAMPANGA,retail-2026-05-77,77,SIFA PHARMACY LTD,MUSANZE,KINIGI KAMPANGA,1.000,0.430,1.000,true,true,true,true,,,,,,,local_evidence_only
78,WEMA RETAIL PHARMACY LTD,HUYE,NGOMA,MATYAZO,retail-2026-05-78,78,WEMA RETAIL PHARMACY LTD,HUYE,NGOMA MATYAZO,1.000,0.430,1.000,true,true,true,true,,,,,,,local_evidence_only
79,WOMEN&CHILD CARE PHARMACY LIMITED,GASABO,REMERA,RUKIRI II,retail-2026-05-79,79,WOMEN&CHILD CARE PHARMACY LIMITED,GASABO,REMERA RUKIRI II,1.000,0.153,1.000,true,true,true,true,+250788313954,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
80,ALLIMED PHARMACY LTD,GASABO,KIMIRONKO,BIBARE,retail-2026-05-81,81,ALLIMED PHARMACY LTD,GASABO,KIMIRONKO BIBARE,1.000,0.366,1.000,true,true,true,true,,,,,,,local_evidence_only
81,BARAKA PHARMACY LTD,GASABO,NDUBA,GASANZE,retail-2026-05-82,82,BARAKA PHARMACY LTD,GASABO,NDUBA GASANZE,1.000,0.293,1.000,true,true,true,true,+250781705310,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
82,FBIPA PHARMACY LTD E,KICUKIRO,KAGARAMA,RUKATSA,retail-2026-05-83,83,BIPA PHARMACY LTD,KICUKIRO,KAGARAMA RUKATSA,0.947,0.421,0.930,true,true,true,true,,,,,,,local_evidence_only
83,OMEGA PHARMACY LTD,NYARUGENGE,MUHIMA,NYABUGOGO,retail-2026-05-84,84,OMEGA PHARMACY LTD,NYARUGENGE,MUHIMA NYABUGOGO,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
84,PHARMACIE TETA LTD,GASABO,REMERA,RUKIRI I,retail-2026-05-85,85,PHARMACIE TETA LTD,GASABO,REMERA RUKIRI I,1.000,0.073,1.000,true,true,true,true,+250788460549,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
85,SHEKINAH PHARMACY LTD,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-86,86,SHEKINAH PHARMACY LTD,BUGESERA,NYAMATA NYAMATA,1.000,0.291,1.000,true,true,true,true,,,,,,,local_evidence_only
86,ST ODA PHARMACY- BASE,RULINDO,BASE,RWAMAHWA,retail-2026-05-87,87,ST ODA PHARMACY -BASE,RULINDO,BASE RWAMAHWA,0.980,0.133,1.000,true,true,true,false,+250786364440,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=11&cHash=673911716afa33a833f26bcd03ee3df1,MMI pharmacy partner directory page 11,,,phone_from_public_evidence
87,YES PHARMACY LTD,GASABO,NDUBA,GASANZE,retail-2026-05-88,88,YES PHARMACY LTD,GASABO,NDUBA GASANZE,1.000,0.293,1.000,true,true,true,true,+250783857499,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=14&cHash=b4ed1aa76afc103eea72dbf0adb9b48b,MMI pharmacy partner directory page 14,,,phone_from_public_evidence
88,ZOE PHARMACY LTD,GASABO,KIMIHURURA,KIMIHURURA,retail-2026-05-89,89,ZOE PHARMACY LTD,GASABO,KIMIHURURA KIMIHURURA,1.000,0.426,1.000,true,true,true,true,,,,,,,local_evidence_only
89,HORIZON PHARMACY LTD,NYARUGENGE,NYAMIRAMBO,RUGARAMA,retail-2026-05-90,90,HORIZON PHARMACY LTD,NYARUGENGE,NYAMIRAMBO RUGARAMA,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
90,PHARMACIE CONSEIL- KACYIRU,GASABO,KIMIHURURA,KAMUKINA,retail-2026-05-91,91,PHARMACIE CONSEIL - KACYIRU,GASABO,KIMIHURURA KAMUKINA,1.000,0.293,1.000,true,true,true,true,+250788305077,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
91,PHARMACIE DE MUBUGA LTD,GASABO,NDERA,MASORO,retail-2026-05-624,624,G-PHARMACY Ltd,GASABO,NDERA CYARUZINGE,0.907,0.367,0.930,true,true,false,false,,,,,,,local_evidence_only
92,TERCERA PHARMACY LTD,GASABO,KIMIHURURA,KAMUKINA,retail-2026-05-92,92,TERCERA PHARMACY LTD,GASABO,KIMIHURURA KAMUKINA,1.000,0.353,1.000,true,true,true,true,,,,,,,local_evidence_only
93,AGAPE PHARMACY LTD,GISAGARA,SAVE,GATOKI,retail-2026-05-93,93,AGAPE PHARMACY LTD,GISAGARA,SAVE GATOKI,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
94,AKEDAH LTD,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-94,94,AKEDAH LTD,BUGESERA,NYAMATA NYAMATA,1.000,0.346,1.000,true,true,true,true,+250781413836,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
95,ASHLINE PHARMACY LTD,GASABO,RUSORORO,RUHUNGA,retail-2026-05-95,95,ASHLINE PHARMACY LTD,GASABO,RUSORORO RUHUNGA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
96,AFRI HEALTH PLUS Ltd,KUCIKIRO,GIKONDO,KANSEREGE,retail-2026-05-96,96,AFRI HEALTH PLUS Ltd,KUCIKIRO,GIKONDO KANSEREGE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
97,BAHONEZA PHARMACY LTD,HUYE,NGOMA,BUTARE,retail-2026-05-97,97,BAHONEZA PHARMACY LTD,HUYE,NGOMA BUTARE,1.000,0.293,1.000,true,true,true,true,+250793455458,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
98,BETHZATHA PHARMACY LTD,KICUKIRO,NIBOYE,NIBOYE,retail-2026-05-98,98,BETHZATHA PHARMACY LTD,KICUKIRO,NIBOYE NIBOYE,1.000,0.392,1.000,true,true,true,true,,,,,,,local_evidence_only
99,DAMU PHARMACY LTD,KIREHE,KIGINA,RUHANGA,retail-2026-05-99,99,DAMU PHARMACY LTD,KIREHE,KIGINA RUHANGA,1.000,0.400,1.000,true,true,true,true,,,,,,,local_evidence_only
100,ELLIS PHARMACY LTD,GASABO,GISOZI,MUSEZERO,retail-2026-05-100,100,ELLIS PHARMACY LTD,GASABO,GISOZI MUSEZERO,0.980,0.324,1.000,true,true,true,false,,,,,,,local_evidence_only
101,ESPERANTO PHARMACY LTD,KAYONZA,MUKARANGE,BWIZA,retail-2026-05-101,101,ESPERANTO PHARMACY LTD,KAYONZA,MUKARANGE BWIZA,0.980,0.389,1.000,true,true,true,false,+250788460201,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kayonza_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kayonza July-September 2026 duty roster,,,phone_from_public_evidence
102,FIDES PHARMACY LTD,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-102,102,FIDES PHARMACY LTD,MUHANGA,NYAMABUYE GAHOGO,1.000,0.447,1.000,true,true,true,true,,,,,,,local_evidence_only
103,GIRUBUZIMA PHARMACY LTD,GICUMBI,MUTETE,GASEKE,retail-2026-05-103,103,GIRUBUZIMA PHARMACY LTD,GICUMBI,MUTETE GASEKE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
104,IGIHOZO PHARMACY LTD,GASABO,RUSORORO,KABUGA I,retail-2026-05-104,104,IGIHOZO PHARMACY LTD,GASABO,RUSORORO KABUGA I,1.000,0.153,1.000,true,true,true,true,+250788897936,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
105,INTWALI PHARMACY LTD,RWAMAGANA,KARENGE,KARENGE,retail-2026-05-105,105,INTWALI PHARMACY LTD,RWAMAGANA,KARENGE KARENGE,1.000,0.455,1.000,true,true,true,true,+250785223040,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rwamagana_JULY-AUGUST-SEPTEMBER_2026.pdf,rwamagana July-September 2026 duty roster,,,phone_from_public_evidence
106,ISEZERANO PHARMACY LTD,NYAMASHEKE,BUSHENGE,MPARA,retail-2026-05-106,106,ISEZERANO PHARMACY LTD,NYAMASHEKE,BUSHENGE MPARA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
107,LE NORMAL LTD,KICUKIRO,KIGARAMA,KIGARAMA,retail-2026-05-107,107,LE NORMAL LTD,KICUKIRO,KIGARAMA KIGARAMA,1.000,0.400,1.000,true,true,true,true,,,,,,,local_evidence_only
108,NISHIMWE PHARMACY LTD,KICUKIRO,MASAKA,GAKO,retail-2026-05-108,108,NISHIMWE PHARMACY LTD,KICUKIRO,MASAKA GAKO,1.000,0.426,1.000,true,true,true,true,,,,,,,local_evidence_only
109,NSHUTI2PHARMACY LTD,KIREHE,NYAMUGARI,KAGASA,retail-2026-05-109,109,NSHUTI2PHARMACY LTD,KIREHE,NYAMUGARI KAGASA,1.000,0.237,1.000,true,true,true,true,,,,,,,local_evidence_only
110,PHARMACIE L’EXPERIENCE LTD,KICUKIRO,GAHANGA,KAGASA,retail-2026-05-110,110,PHARMACIE L’EXPERIENCE LTD,KICUKIRO,GAHANGA KAGASA,0.980,0.333,1.000,true,true,true,false,+250788305333,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
111,PHARMACY CONCORDE LINK LTD,KICUKIRO,KIGARAMA,KARUGIRA,retail-2026-05-111,111,PHARMACY CONCORDE LINK LTD,KICUKIRO,KIGARAMA KARUGIRA,1.000,0.093,1.000,true,true,true,true,,,,,,,local_evidence_only
112,SCORE PHARMACY LTD,NYARUGENGE,MUHIMA,UBUMWE,retail-2026-05-112,112,SCORE PHARMACY LTD,NYARUGENGE,MUHIMA UBUMWE,1.000,0.385,1.000,true,true,true,true,+250783410790,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
113,TUMA PHARMACY LTD,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-113,113,TUMA PHARMACY LTD,BUGESERA,NYAMATA NYAMATA,1.000,0.442,1.000,true,true,true,true,+250785481563,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
114,UNIPHARMA B5,KICUKIRO,NIBOYE,NYAKABANDA,retail-2026-05-114,114,UNIPHARMA B5,KICUKIRO,NIBOYE NYAKABANDA,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
115,UNIPHARMA LTD,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-115,115,UNIPHARMA LTD,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
116,URUMURI PHARMACY LTD,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-116,116,URUMURI PHARMACY LTD,MUHANGA,NYAMABUYE GAHOGO,1.000,0.349,1.000,true,true,true,true,+250784950442,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
117,YVANNA PHARMACY LTD,GASABO,GISOZI,RUHANGO,retail-2026-05-117,117,YVANNA PHARMACY LTD,GASABO,GISOZI RUHANGO,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
118,AGAPE PHARMACY Ltd,GISAGARA,SAVE,GATOKI,retail-2026-05-93,93,AGAPE PHARMACY LTD,GISAGARA,SAVE GATOKI,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
119,GOODLIFE HEALTH AND BEAUTY KIMIRONKO,GASABO,KIMIRONKO,NYAGATOVU,retail-2026-05-118,118,GOODLIFE HEALTH AND BEAUTY KIMIRONKO,GASABO,KIMIRONKO NYAGATOVU,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
120,TAMU PHARMACY Ltd,KICUKIRO,GATENGA,GATENGA,retail-2026-05-119,119,TAMU PHARMACY Ltd,KICUKIRO,GATENGA GATENGA,1.000,0.430,1.000,true,true,true,true,,,,,,,local_evidence_only
121,PHARMACIE LA BONNE SANTE Ltd,NGOMA,SAKE,GAFUNZO,retail-2026-05-122,122,PHARMACIE LA BONNE SANTE Ltd,NGOMA,SAKE GAFUNZO,1.000,0.392,1.000,true,true,true,true,,,,,,,local_evidence_only
122,ADONIS PHARMACY Ltd,KICUKIRO,KANOMBE,BUSANZA,retail-2026-05-123,123,ADONIS PHARMACY Ltd,KICUKIRO,KANOMBE BUSANZA,1.000,0.344,1.000,true,true,true,true,,,,,,,local_evidence_only
123,ASHERI PHARMACY Ltd,KICUKIRO,NYARUGUNGA,NKOKO,retail-2026-05-124,124,ASHERI PHARMACY Ltd,KICUKIRO,NYARUGUNGA NKOKO,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
124,CYIZA PHARMACY Ltd,KICUKIRO,MASAKA,CYIMO,retail-2026-05-125,125,CYIZA PHARMACY Ltd,KICUKIRO,MASAKA CYIMO,0.980,0.273,1.000,true,true,true,false,+250788497556,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
125,GOODLIFE HEALTH AND BEAUTY GACURIRO,GASABO,KINYINYA,GACURIRO,retail-2026-05-126,126,GOODLIFE HEALTH AND BEAUTY GACURIRO,GASABO,KINYINYA GACURIRO,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
126,MEREPHARMA KIMIRONKO,GASABO,KIMIRONKO,KIBAGABABA,retail-2026-05-127,127,MEREPHARMA KIMIRONKO,GASABO,KIMIRONKO KIBAGABABA,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
127,NEIGE PHARMACY Ltd,GASABO,JABANA,AKAMATAMU,retail-2026-05-128,128,NEIGE PHARMACY Ltd,GASABO,JABANA AKAMATAMU,1.000,0.153,1.000,true,true,true,true,+250788517982,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
128,PRIMA PHARMACY Ltd,KICUKIRO,KANOMBE,BUSANZA,retail-2026-05-129,129,PRIMA PHARMACY Ltd,KICUKIRO,KANOMBE BUSANZA,1.000,0.395,1.000,true,true,true,true,,,,,,,local_evidence_only
129,THE STANDARDS PHARMACY Ltd,GASABO,KINYINYA,KAGUGU,retail-2026-05-130,130,THE STANDARDS PHARMACY Ltd,GASABO,KINYINYA KAGUGU,1.000,0.422,1.000,true,true,true,true,,,,,,,local_evidence_only
130,MIKA PHARMACY Ltd,NYAGATARE,NYAGATARE,NYAGATARE,retail-2026-05-131,131,MIKA PHARMACY Ltd,NYAGATARE,NYAGATARE NYAGATARE,1.000,0.293,1.000,true,true,true,true,+250780255759,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Nyagatare_for_JULY-AUGUST-SEPTEMBER_2026.pdf,nyagatare July-September 2026 duty roster,,,phone_from_public_evidence
131,CYIZA PHARMACY LTD,KICUKIRO,MASAKA,CYIMO,retail-2026-05-125,125,CYIZA PHARMACY Ltd,KICUKIRO,MASAKA CYIMO,0.980,0.273,1.000,true,true,true,false,+250788497556,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
132,ED-IRISA PHARMACY LTD,KICUKIRO,KANOMBE,BUSANZA,retail-2026-05-132,132,ED -IRISA PHARMACY LTD,KICUKIRO,KANOMBE BUSANZA,1.000,0.293,1.000,true,true,true,true,+250788484003,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
133,GAGA PHARMACY Ltd,RWAMAGANA,MUYUMBU,AKINYAMBO,retail-2026-05-133,133,GAGA PHARMACY Ltd,RWAMAGANA,MUYUMBU AKINYAMBO,1.000,0.293,1.000,true,true,true,true,+250789314019,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rwamagana_JULY-AUGUST-SEPTEMBER_2026.pdf,rwamagana July-September 2026 duty roster,,,phone_from_public_evidence
134,PHARMACIE SHEMA,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-134,134,PHARMACIE SHEMA,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.293,1.000,true,true,true,true,+250788847538,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
135,TECHNIPHARMA Ltd,KICUKIRO,KIGARAMA,NYARURAMA,retail-2026-05-135,135,TECHNIPHARMA Ltd,KICUKIRO,KIGARAMA NYARURAMA,1.000,0.328,1.000,true,true,true,true,,,,,,,local_evidence_only
136,AHEZA BIGOGWE PHARMACY Ltd,RUBAVU,KANZENZE,KIREREMA,retail-2026-05-136,136,AHEZA BIGOGWE PHARMACY Ltd,RUBAVU,KANZENZE KIREREMA,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
137,DAVY’S PHARMACY Ltd,GASABO,JABANA,KABUYE,retail-2026-05-137,137,SALAMA -DAVY’S PHARMACY Ltd,GASABO,JABANA KABUYE,0.947,0.351,0.930,true,true,true,true,,,,,,,local_evidence_only
138,KINGRA Ltd,NYARUGENGE,NYAMIRAMBO,BIRYOGO,retail-2026-05-138,138,KINGRA Ltd,NYARUGENGE,NYAMIRAMBO BIRYOGO,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
139,HAVILAH N PHARMACY Ltd,BUGESERA,NYAMATA,KAYUMBU,retail-2026-05-139,139,HAVILAH N PHARMACY Ltd,BUGESERA,NYAMATA KAYUMBU,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
141,THE SPECIALIST PHARMACY Ltd,GASABO,KIMIRONKO,BIBARE,retail-2026-05-140,140,THE SPECIALIST PHARMACY Ltd,GASABO,KIMIRONKO BIBARE,1.000,0.358,1.000,true,true,true,true,+250788500952,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
142,GERIC PHARMACY Ltd,NYARUGENGE,NYARUGENGE,BIRYOGO,retail-2026-05-141,141,GERIC PHARMACY Ltd,NYARUGENGE,NYARUGENGE BIRYOGO,1.000,0.293,1.000,true,true,true,true,+250785377507,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
144,JM PHARMACY Ltd,GASABO,KACYIRU,KAMATAMU,retail-2026-05-143,143,SALAMA -JM PHARMACY Ltd,GASABO,KACYIRU KAMATAMU,0.947,0.339,0.930,true,true,true,true,,,,,,,local_evidence_only
145,RITE PHARMACY Ltd(Sana Branch),NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-144,144,RITE PHARMACY Ltd(Sana Branch),NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.293,1.000,true,true,true,true,+250788308230,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
146,SANITATEM PHARMACY Ltd,GASABO,KIMIRONKO,BIBARE,retail-2026-05-145,145,SANITATEM PHARMACY Ltd,GASABO,KIMIRONKO BIBARE,0.980,0.304,1.000,true,true,true,false,,,,,,,local_evidence_only
147,EXTREME PHARMACY Ltd,KICUKIRO,KICUKIRO,KICUKIRO,retail-2026-05-146,146,EXTREME PHARMACY Ltd,KICUKIRO,KICUKIRO KICUKIRO,1.000,0.346,1.000,true,true,true,true,+250788676607,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
148,PHARMACIE GALENIQUE Ltd,KIREHE,MAHAMA,MUNINI,retail-2026-05-147,147,PHARMACIE GALENIQUE Ltd,KIREHE,MAHAMA MUNINI,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
149,DEPHAR PHARMACY LTD,KICUKIRO,GAHANGA,NYANZA,retail-2026-05-148,148,DEPHAR PHARMACY LTD,KICUKIRO,GAHANGA NYANZA,1.000,0.215,1.000,true,true,true,true,,,,,,,local_evidence_only
150,LA CURA PHARMACY Ltd,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-149,149,LA CURA PHARMACY Ltd,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.404,1.000,true,true,true,true,+250785590594,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
151,PHARMA BEST Ltd,HUYE,NGOMA,KABUTARE,retail-2026-05-150,150,PHARMA BEST Ltd,HUYE,NGOMA KABUTARE,0.980,0.273,1.000,true,true,true,false,+250784484324,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
152,SALVE PHARMACY Ltd,KAMONYI,RUNDA,RUYENZI,retail-2026-05-151,151,SALVE PHARMACY Ltd,KAMONYI,RUNDA RUYENZI,1.000,0.447,1.000,true,true,true,true,,,,,,,local_evidence_only
153,MEVA PHARMACY LTD,GASABO,GISOZI,RUHANGO,retail-2026-05-152,152,MEVA PHARMACY LTD,GASABO,GISOZI RUHANGO,1.000,0.462,1.000,true,true,true,true,,,,,,,local_evidence_only
154,PHARMACIE RACINE LTD,KICUKIRO,KAGARAMA,MUYANGE,retail-2026-05-153,153,PHARMACIE RACINE LTD,KICUKIRO,KAGARAMA MUYANGE,0.980,0.365,1.000,true,true,true,false,+250788653947,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
155,ACCESS PHARMACY Ltd,GICUMBI,BYUMBA,GACURABWEN GE,retail-2026-05-154,154,ACCESS PHARMACY Ltd,GICUMBI,BYUMBA GACURABWENGE,0.960,0.375,1.000,true,true,false,false,,,,,,,local_evidence_only
156,AMAYA PHARMACY Ltd,GASABO,GISOZI,MUSEZERO,retail-2026-05-155,155,AMAYA PHARMACY Ltd,GASABO,GISOZI MUSEZERO,1.000,0.392,1.000,true,true,true,true,+250788434633,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
